Address,Google Maps URL,latitude,longitude,NAddress
"CALLE PINO SUAREZ ESQ CALLE PRIVAVA SIN NOM BRE, Pue.","https://www.google.com/maps/search/?api=1&query=19.7469937,-98.7432943",19.1199769,-98.3719226,"Santa María Zacatepec, Juan C. Bonilla, Puebla, México"
"PRIV 141 B PTE #1508 ESQ 15 SUR, Pue.",,18.974043,-98.2633727,"Calle A 141 Poniente, San Isidro Castillotla 2ª, 3ª, Y 4ª, Sección, Municipio de Puebla, Puebla, 72940, México"
"CAMINO A EX HACIENDA DE CUAPILCO, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.1635961,-98.4056527,"Avenida Miguel Jerónimo Martínez, Huejotzingo, Puebla, 74160, México"
"AVENIDA REFORMA NUM 530, Pue.","https://www.google.com/maps/search/?api=1&query=19.046591,-98.2023437",19.046591,-98.2023437,"Centro Histórico de Puebla, Ciclovía 9 Sur, Municipio de Puebla, Puebla, 72240, México"
"CALLE 38 NORTE NUM 1016 ESQ 10 ORIENTE, Pue.","https://www.google.com/maps/search/?api=1&query=19.0428773,-98.1680978",,,N/A
"SAN FRANCISCO ESQ ALCATRAZ, Pue.","https://www.google.com/maps/search/?api=1&query=37.8269775,-122.4229555",37.8269775,-122.422955,"Alcatraz Island, West Road, San Francisco, CAL Fire Northern Region, California, 94123, United States"
"CALLE E. ZAPTA NTE Y CALLE RESURRRECCION, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"PINO SUARES LOTE 2 MZ 10 ENTRE PRESA Y LUZ, Pue.","https://www.google.com/maps/search/?api=1&query=18.3144854,-100.2853094",18.3144854,-100.285309,"Calle Ignacio Manuel Altamirano, Arcelia, Guerrero, México"
"28 ORIENTE 1806 ESQ ENTRE 26 ORIENTE, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"27 PTE #102 AC ESQUINA 16 DE SEPTIEMBRE, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"4 NTE NUM 220, Pue.","https://www.google.com/maps/search/?api=1&query=41.8488331,-3.1591402",41.8488331,-3.15914,"Calle Norte, Hontoria del Pinar, Burgos, Castilla y León, 09660, España"
"123 PTE ESQ 16 SEP, Pue.","https://www.google.com/maps/search/?api=1&query=19.0414398,-98.2062727",19.0414398,-98.206272,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"CALLE JOSE MARIA MORELOS, Pue.",,,,N/A
"CALLE SANTA ELVIRA MAN 2 LOTE 1 ESQ CAMINO VIEJO A BALCONES, Pue.",,,,N/A
"REFORMA ESQ 11 SUR, Pue.",,,,N/A
"CALLE CASA BLANCA NUMERO 2114 Y AVENIDA DE LA JUVENTUD, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"CARRETERA FEDERAL VIA XALAPA - 18.9730221,-97.7572696, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"CALLE 2DA PRIV DE LA 32 NORTE 2615 ESQ PINO SUAREZ, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"CALLE PRICIPAL DEL SALADO, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"CARRETERA IZUCAR-ATLIXCO, Pue.","https://www.google.com/maps/search/?api=1&query=18.8869208,-98.43826849999999",18.8869208,-98.4382685,"Atlixco, Puebla, 74290, México"
"BOULEVARD NTE - 15 Y NACOZARI, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"CATEMACO ESQUINA CANTERA - 19.039444, -98.129914, Pue.","https://www.google.com/maps/search/?api=1&query=18.4212621,-95.1129658",18.4212621,-95.112965,"Calle Venustiano Carranza, Catemaco, Veracruz, México"
"CALLE NUM 7 NUM 21, Pue.","https://www.google.com/maps/search/?api=1&query=39.6043328,-0.5543366",39.6043328,-0.554336,"Rascanya, la Pobla de Vallbona, el Camp de Túria, València / Valencia, Comunitat Valenciana, 46185, España"
"RAYON NUM 30 - ALDAMA, Pue.",,,,N/A
"CALLE 7 NTE, Pue.","https://www.google.com/maps/search/?api=1&query=19.1204551,-97.9625156",19.1204551,-97.962515,"Calle 7 Norte, Acajete, Puebla, México"
"AVENIDA JACARANDAS 04 ESQ FERNANDO MONTES DE OCA, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"FELIPE CARRILO PUERTO NUM 12A ESQ 16 OTE Y AMERICA NORTE, Pue.","https://www.google.com/maps/search/?api=1&query=19.0447027,-98.1662928",19.0447027,-98.166292,"15, Calle Río de Janeiro, Municipio de Puebla, Puebla, 72373, México"
"CALLE HIDALGO NUM 306 ESQ 3 SUR, Pue.",,,,N/A
"PROL DE LA 2 SUR Y 113 OTE, Pue.","https://www.google.com/maps/search/?api=1&query=18.9820337,-97.4446771",18.9820337,-97.444677,"Privada de la 2 Sur, Ciudad Serdán, Chalchicomula de Sesma, Puebla, 75520, México"
"CALLE CLAVELES NUM 39 ENTRE ESQ ORQUIDEAS, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"AVENIDA BENITO JUAREZ 132, ENTRE 5 Y 7 ORIENTE, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"14 PTE ESQ 3 NTE, Pue.","https://www.google.com/maps/search/?api=1&query=19.0683135,-98.3059347",19.0683135,-98.305934,"Cerrada de la 3 Norte, San Pedro Cholula, Puebla, 72860, México"
"RETORNO DE LA 6 ORIENTE B 2055 CASA 1, Pue.",,,,N/A
"PRIV. SAN ISIDRO NO. 22, Pue.","https://www.google.com/maps/search/?api=1&query=19.1088446,-98.2742159",19.1088446,-98.274215,"San Isidro, San Juan Cuautlancingo, Cuautlancingo, Puebla, 72700, México"
"PLUTARCO ELIA CALLES #4112 ESQ BARRANCA SECA, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"12 PTE NUM 2111 - DIAG DEF DE LA REP, Pue.",,,,N/A
"CALLE SAN JERONIMO SIN NUMERO-, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"COMPLEJO MEDICO GONZALO RIO ARRONTE DEL MUNICIPIO DE ATLIXCO, Pue.","https://www.google.com/maps/search/?api=1&query=18.9027054,-98.41599950000001",18.9027054,-98.4159995,"Carretera Puebla-Matamoros, San Agustín Ixtahuixtla, Atlixco, Puebla, 74200, México"
"SAN JUAN DIEGO NUM 65 ESQ MARIA REYNA, Pue.",,,,N/A
"FCO I MADERO 1912 ESQ 16 DE SEPTIEMBRE, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"ERRO DE TRES CRUCES CUACNOPALAN, A INMEDIACIONES DE LA CARRETERA CUACNOPALAN A LIMONES, Pue.","https://www.google.com/maps/search/?api=1&query=-34.8949581,-56.16864039999999",-34.8949581,-56.1686404,"2252,2254, Doctor Salvador Ferrer Serra, Tres Cruces, Montevideo, 11200, Uruguay"
"BLVR EMILIANO ZAPATA 405 B, Pue.","https://www.google.com/maps/search/?api=1&query=18.288027,-98.59479499999999",18.288027,-98.594795,"Boulevard Emiliano Zapata, Chiautla, Puebla, México"
"8 SUR 7514 ESQ. 75 B OTE Y AVENIDA 75 OTE, Pue.","https://www.google.com/maps/search/?api=1&query=18.4138676,-97.3690072",18.4138676,-97.369007,"Tehuacán, Puebla, 75790, México"
"12 OTE, BOULEVARD 5 DE MAYO, Pue.","https://www.google.com/maps/search/?api=1&query=19.0454758,-98.19037449999999",19.0454758,-98.1903745,"Avenida 14 Oriente, El Alto, Municipio de Puebla, Puebla, 72290, México"
"CAMINO A TEPIZILA, Pue.","https://www.google.com/maps/search/?api=1&query=19.9054729,-97.7882442",19.9054729,-97.788244,"Tepizila (Primera Sección), San Esteban Cuautempan, Cuautempan, Puebla, México"
"DOMICILIO CONOCIDO, Pue.",,,,N/A
"RETORNO TEJOCOTE EDIF B DEPTO 9 ESQ AVENIDA DEL ROBLE, Pue.","https://www.google.com/maps/search/?api=1&query=19.0970232,-98.2155204",19.0970232,-98.21552,"Privada Roble, Fraccionamiento El Riego 2, Municipio de Puebla, Puebla, 72100, México"
"CALLE BENEMERITO DE LAS AMERICAS - GUELATAO COLONIA BENITO, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"12 SUR 11305 -, Pue.",,,,N/A
"JOSE GALEANA 116-DOMINGO ARENAS, Pue.","https://www.google.com/maps/search/?api=1&query=19.1384802,-98.46504189999999",19.1384802,-98.4650419,"Calle 3 de Mayo, Pipinahuác, Domingo Arenas, Puebla, México"
"BOULEVARD FORJADORES Y CALLE CHOLULA Y CRUCE DE ZAVALETA, Pue.","https://www.google.com/maps/search/?api=1&query=19.0653099,-98.3017067",19.0653099,-98.301706,"Oxxo, Calle 12 Oriente, Pueblo Mágico, San Pedro, Cholula, San Pedro Cholula, Puebla, 72860, México"
"NAGERA 204 ESQ, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"CERRADA SANTA CECILIA DEPART 1 MOD 5 -ANDADOR SANTA ROSA Y 20 SUR, Pue.","https://www.google.com/maps/search/?api=1&query=19.454888,-99.2715788",19.454888,-99.271578,"Andador Santa Rosa, Naucalpan de Juárez, Estado de México, 53660, México"
"BOULEVARD VALSEQUILLONUM 7716 -- MANUEL ALTAMIRANO, Pue.","https://www.google.com/maps/search/?api=1&query=18.9895779,-98.2006444",18.9895779,-98.200644,"Boulevard Valsequillo, Universitaria, Municipio de Puebla, Puebla, 72592, México"
"CALLE ENCINO 348 - 5 SUR, Pue.",,,,N/A
"AVENIDA CONSTITUYENTES - ARTICULO 21, Pue.","https://www.google.com/maps/search/?api=1&query=20.4036729,-99.9866678",20.4036729,-99.986667,"Avenida Constituyentes, San Juan del Río, Querétaro, 76803, México"
"CALLE 16 DE SEP 12102 DEP 101 ENTRE LA 121 PTE Y LA 123 OTE, Pue.","https://www.google.com/maps/search/?api=1&query=18.9808179,-98.2377381",18.9808179,-98.237738,"Calle 121 Oriente, Municipio de Puebla, Puebla, 72490, México"
"ANDADOR EJE 11 NORTE 10008, Pue.","https://www.google.com/maps/search/?api=1&query=19.085695,-98.1848332",19.085695,-98.184833,"CLUB DE NUTRICION, Andador Eje 11 Norte, Municipio de Puebla, Puebla, 72015, México"
"RIO METLAPANAPA ESQ REVOLUCIÒN PTE, Pue.","https://www.google.com/maps/search/?api=1&query=19.0689237,-98.2677318",19.0689237,-98.267731,"Avenida Revolución Poniente, San Pedro Cholula, Puebla, 72124, México"
"PRIVADA 11 NTE 7 - 13 Y 11 NORTE, Pue.","https://www.google.com/maps/search/?api=1&query=18.5518138,-97.4821302",18.5518138,-97.48213,"Calle Pípila, Magdalena Cuayucatepec, Tehuacán, Puebla, México"
"CALLE ZARAGOZA NUMERO 4-PRIV. DEL FRESNO Y PRIVADA ESFUERZO, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"CALLE NIÑO PERDIDO Y TEPEYAC, SAN MARTES FABRICA FANI, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"20 DE NOVIENBRE Y LAUELES, Pue.","https://www.google.com/maps/search/?api=1&query=19.2909655,-98.4365947",19.2909655,-98.436594,"Privada Prolongación 20 de Novienbre, Texmelucan, San Martín Texmelucan, Puebla, 74000, México"
"CALLE TROJE NUM- 11-JAGUEY Y GRANERO, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"AVENIDA HIDALGO S-N, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"CARRETERA ESTATAL TEHUACAN-TEOTITLAN EN LA CURVA DE GARIBALDI, Pue.","https://www.google.com/maps/search/?api=1&query=18.3756716,-97.2935051",18.3756716,-97.293505,"Calle Nicolás Bravo Norte, Altepexi, Puebla, 75910, México"
"117ORIENTE 1405 - 14 SUR, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"CALLE 16 DE SEPTIEMBRE - DR GONZALO BAUTISTA, Pue.",,,,N/A
"26 OTE 2601 ESQUINA 26 NTE, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"PASEO CAROLINA ESQ OLMOS, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"BVD ATLIXCO Y CIRCUITO INTERIOR DE LAS ANIMAS, Pue.","https://www.google.com/maps/search/?api=1&query=18.9131227,-98.4293891",18.9131227,-98.429389,"Calle Río Necaxa, Atlixco, Puebla, 74260, México"
"CALLE LIMONES NO., Pue.","https://www.google.com/maps/search/?api=1&query=28.8618387,-13.8316642",28.8618387,-13.831664,"David Roca, Calle Limones, Playa Blanca, Yaiza, Las Palmas, Canarias, 35580, España"
"AVENIDA MADRID N. 109 ESQ CON LA ROTONDA, Pue.","https://www.google.com/maps/search/?api=1&query=19.0412894,-98.20620129999999",19.0412894,-98.2062013,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"USUARIA: OFELIA MONTALVO MONTALVO EDAD: 33 AÑOS FECHA DE NACIMIENTO: 3 ABRIL DE 1988 OCUPACIÓN: AMA DE CASA ORIGINARIA DE CHICHICAPA, AJALPAN, PUEBLA NÚMERO TELEFONICO: 2215279610 HIJOS: SOLO LA MENOR DE 12 AÑOS. NOMBRE DEL PR: AARON MARTINEZ LIRA PARENTESCO: PAREJA DESDE HACE UN AÑO APROXIMADAMENTE DE LA C. OFELIA. EDAD: 39 AÑOS FECHA DE NACIMIENTO: 27 DIC 1981 OCUPACIÓN: TRABAJA VENDIENDO ELOTES EN LA CENTRAL DE ABASTOS ORIGINARIO DE TEPETLAMPA, AJALPAN, PUEBLA. FACTORES DE RIESGO: CONSUME ALCOHOL. MENOR DE EDAD VÍCTIMA DE VIOLACIÓN NOMBRE: MAGALI PANTALEON MONTALVO DE 12 AÑOS DE EDAD CON FECHA DE NACIMIENTO 09 DE DICIMBRE DEL 2008 TEL 2226807570 DESCRIPCIÓN DEL SUCESO: AL LLEGAR AL LUGAR PRIMER RESPONDIENTE OFICIAL DAVID RAMIREZ TEMOALZA MAS 1 EN LA UNIDAD VP 125 NOS ENTREVISTAMOS CON LA MADRE DE LA MENOR MISMA QUE REFIERE QUE EL DIA DE HOY MANDA A SU HIJA A PONER MERCANCIA EN LA TIENDA Y TIENEN UNA DISCUSIÓN PORQUE LA MENOR NO QUIERE HACERLO, AL PREGUNTARLE QUE ES LO QUE LE PASA Y PORQUE EN ÚLTIMOS DÍAS LE PONE CARAS Y ESTA MOLESTA CON ELLA, LE DICE QUE LE TENGA CONFIANZA Y LE DIGA A LO QUE LA MENOR LE RESPONDE QUE SU PAPÁ AARON LA VIOLABA DESDE HACE VARIOS MESES USUARIA AL ESCUCHAR ESTO LE RECLAMA AL PR CON ÉL QUE TIENE UN AÑO VIVIENDO MISMO QUE LE DICE QUE NO ERA CIERTO QUE SOLO LA HABÍA TOCADO PERO PORQUE LA MENOR SE LE INSUNUABA, AL DISCUTIR LA SITUACIÓN, ÉL LE DICE QUE SE VA A ENTREGAR PERO HASTA EL DÍA DE MAÑANA, SE SALE PONE CANDADO Y DEJA ENCERRADAS EN EL DOMICILIO DONDE RENTAN A USUARIA Y A LA MENOR, LOGRAN SALIR LA VENTANA LO ALCANZAN Y SE SUBEN AL CARRO DICIENDOLE QUE EN ESE MOMENTO FUERAN A DENUNCIAR, PR LES DICE: ""VAMOS A MATARNOS"" LAS ANDUVO PASEANDO EN EL VEHÍCULO SE ESTACIONO Y SE BAJO EN 3 NORTE Y 10 DE MAYO SAN JOSÉ LOS CERRITOS, DICIENDO QUE IBA A VER A UN AMIGO, SE LLEVO LAS LLAVES, Y USUARIA LO QUISO ALCANZAR PERO SE DIO A LA FUGA LO QUE REGRESA AL VEHÍCULO DONDE SE HABIA QUEDADO SOLA LA MENOR, POSTERIORMENTE LO VIO PASAR EN UNA CAMIONETA, MARCANDO AL 9-1-1 Y SOLICTANDO APOYO DE LA GRUA PARA TRASLADAR EL VEHÍCULO A SU DOMICILIO DONDE RENTAN EN AQUILES SERDÁN NÚM 1012 AMPLIACIÓN MOMOXPAN. CABE MENCIONAR QUE USUARIA REFIERE QUE PR TRAÍA $50, 000 EN SU PODER DE UN PRESTAMO. 02:12 HORAS EN EL DOMICILIO DE LA PETICIONARIA EN CUAUTLANCINGO DEJANDO EL VEHÍCULO DERBY COLOR GRIS CON METALICA NHN3975 PARA POSTERIORMENTE REALIZAR ACOMPAÑAMIENTO AL HOSPITAL DE LA MUJER. AL ARRIBAR AL DOMICILIO USUARIA NOS MUESTRA MENSAJE QUE ACABABA DE RECIBIR DE WHATS APP PARTE DEL PR DONDE LE DICE QUE DEJE LAS COSAS ASÍ, QUE NO SE META CON SU FAMILIA Y QUE EL NO LE HIZO NADA A LA MENOR, QUE ELLA LO PROVOCO. 02:58 HORAS ARRIBAMOS AL HOSPITAL DE LA MUJER PARA APLICACIÓN DE LA NORMA 046 A LA MENOR 03:14 HORAS PERSONAL MÉDICO DR JUAN JOSÉ TOXTLE GUEVARA APLICA PROTOCOLO. 05:00 HORAS TRABAJADORA SOCIAL OTORGA CARNET DE CITAS PARA SU SEGUIMIENTO 05:47 HORAS SE DEJA A USUARIA Y A LA MENOR EN SU DOMICILIO PARA QUE MAS TARDE APROXIMADAMENTE A LAS 09:00 ACUDAN A REALIZAR SU DENUNCIA A LA AGENCIA DEL MINISTERIO PÚBLICO DE CUAUTLANCINGO., Pue.","https://www.google.com/maps/search/?api=1&query=18.4004895,-97.047598",18.4004895,-97.04759,"Carretera Estatal Azumbilla - Tlacotepec de Díaz, Loma Bonita, Chichicapa, Ajalpan, Puebla, 75934, México"
"LATERAL MEXICO PUEBLA , NUM 1103, Pue.","https://www.google.com/maps/search/?api=1&query=19.0414398,-98.2062727",19.0414398,-98.206272,"Avenida 15 Poniente, Centro Histórico de Puebla, Municipio de Puebla, Puebla, 72000, México"
"DOMICILIO CONOCIDO DOS RIOS, Pue.","https://www.google.com/maps/search/?api=1&query=19.1840823,-97.07378709999999",19.1840823,-97.0737871,"Dos Ríos, Chichiquila, Puebla, México"
"CALZADA ZARAGOZA ESQ IZTACCIHUATL, Pue.","https://www.google.com/maps/search/?api=1&query=19.07785,-98.16877020000001",19.07785,-98.1687702,"449, Calzada Ignacio Zaragoza, Municipio de Puebla, Puebla, 72210, México"
